key,companies,profit
34359741978,Howco International Pictures,0
34359741978,Charles B. Pierce Film Productions,0
34359741979,"",0
34359741980,Videocraft International,0
34359741980,Rankin/Bass Productions,0
34359741980,Embassy Pictures Corporation,0
34359741981,"",0
34359741982,"",0
34359741983,A Contracorriente Films,0
34359741983,Les films du cap,0
34359741983,Scope Pictures,0
34359741983,Ciné+,0
34359741983,Canal+,0
34359741983,Gaumont,0
34359741984,Centre Street,0
34359741984,Nickelodeon Movies,0
34359741985,"",0
34359741986,"",0
34359741987,"",0
34359741988,Speak Thunder Films,0
34359741989,A24,21869414
34359741989,Film4,21869414
34359741989,Universal Pictures International (UPI),21869414
34359741989,DNA Films,21869414
34359741990,Revolver Amsterdam,-1400000
34359741990,Helsinki Filmi Oy,-1400000
34359741991,Eltham Strathmore Pictures,0
34359741991,K5 Film,0
34359741991,New Holland Pictures,0
34359741992,Shaw Brothers,0
34359741993,National Film Board of Canada (NFB),0
34359741994,National Film Board of Canada,0
34359741995,Columbia Pictures Corporation,0
34359741996,Trenchard Productions,0
34359741996,Intertamar,0
34359741997,"",0
34359741998,Producers Releasing Corporation,0
34359741999,United Artists,0
34359742000,Further Productions,0
34359742000,Orion Pictures,0
34359742001,"",0
34359742002,Blue Dolphin Film Distributors,0
34359742003,Wigwam Films,8251
34359742003,Strongman,8251
34359742003,Fuzzy Logic Pictures,8251
34359742004,Tarwathie Films,0
34359742005,"",0
34359742006,Elevative Entertainment,-89
34359742006,Revolver Picture Company,-89
34359742007,Laurel and Hardy Feature Productions,0
34359742007,Twentieth Century Fox Film Corporation,0
34359742008,Filmi,0
34359742008,Junior,0
34359742009,"",0
34359742010,Ealing Studios,0
34359742011,"",0
34359742012,"",0
34359742013,Mayer (MGM),0
34359742013,Goldwyn,0
34359742013,Metro,0
34359742014,Fox Film Corporation,0
34359742015,WATT frame,-295000
34359742015,ZEILT productions,-295000
34359742016,Untitled 13,5405500
34359742016,Xofa Productions,5405500
34359742016,France 3 Cinema,5405500
34359742016,Focus Features International (FFI),5405500
34359742016,Thin Man Films,5405500
34359742016,Lipsync Productions,5405500
34359742016,Film4,5405500
34359742017,"",0
34359742018,Fidelio,0
34359742018,Scorched Films,0
34359742018,Heretic Films,0
34359742019,Waterfront Productions,-50
34359742020,Twentieth Century Fox Film Corporation,0
34359742021,Twentieth Century Fox Film Corporation,0
34359742022,"",0
34359742023,Ealing Studios,0
34359742024,Madragoa Filmes,0
34359742024,Radiotelevisão Portuguesa (RTP),0
34359742024,Gemini Films,0
34359742025,"",0
34359742026,Wonderland Sound and Vision,0
34359742026,Blumhouse Productions,0
34359742027,Warwick Film Productions,0
34359742027,Columbia Pictures Corporation,0
34359742028,Pixar Animation Studios,0
34359742029,Twentieth Century Fox Film Corporation,0
34359742029,Gracie Films,0
34359742030,Pixar Animation Studios,0
34359742031,"",0
34359742032,"",0
34359742033,Blue Fiction,0
34359742033,Media Asia Films,0
34359742034,"",0
34359742035,"",0
34359742036,"",0
34359742037,"",0
34359742038,Timeless Films,0
34359742038,Squirrel Films,0
34359742038,TLA Releasing,0
34359742039,Seven Pictures,0
34359742040,"",-3600000
34359742041,North by Northwest Entertainment,-6000000
34359742042,"",0
34359742043,Silver Nitrate Pictures,0
34359742043,Silver Nitrate Films,0
34359742044,Golden Princess Film Production Ltd.,0
34359742044,Film Workshop,0
34359742045,Marine 2 Productions,0
34359742045,WWE Studios,0
34359742045,20th Century Fox Home Entertainment,0
34359742046,"",-500000
34359742047,Universal 1440 Entertainment,-5200000
34359742047,CC Capital Arts Entertainment SRL,-5200000
34359742048,Film Afrika Worldwide,0
34359742048,20th Century Fox Home Entertainment,0
34359742049,Maipo Film,0
34359742050,Marvel Studios,0
34359742051,"",0
34359742052,Threshold Animation Studios,0
34359742053,Threshold Animation Studios,0
34359742054,"",0
34359742055,Enigma Pictures,0
34359742055,Hallmark Entertainment,0
34359742055,Larry Levinson Productions,0
34359742056,Yleisradio (YLE),0
34359742057,"",0
34359742058,"",0
34359742059,"",0
34359742060,Universal Pictures,0
34359742061,Universal Pictures,0
34359742062,Gloucester Place Films,0
34359742062,International Pictures Three,0
34359742062,Moving Pictures Media,0
34359742062,Minds Eye Entertainment,0
34359742063,"",0
34359742064,"",0
34359742065,Alan Landsburg Productions,0
34359742066,WWE Studios,0
34359742067,Kinokompaniya CTB,183640
34359742068,CTB Film Company,0
34359742069,8th In Line,0
34359742069,XYZ Films,0
34359742070,teamWorx Produktion für Kino und Fernsehen GmbH,-12000000
34359742071,Hong Channel Film & Video Co.,12896728
34359742071,Chang,12896728
34359742071,Shanghai Film Group,12896728
34359742071,Emperor Motion Pictures,12896728
34359742072,Vishal Bhardwaj Pictures,0
34359742072,UTV Motion Pictures,0
34359742073,Molenwiek Film BV,0
34359742073,Entre Chien et Loup,0
34359742073,Bo Films,0
34359742074,"",0
34359742075,Puerto Vallarta Squeeze Productions,0
34359742076,"",0
34359742077,"",0
34359742078,"",-4411044
34359742079,Peace Arch Entertainment Group,0
34359742080,Lila 9th Productions,0
34359742080,Ad Hominem Enterprises,0
34359742081,Wanda Films,0
34359742082,Wild Bunch Germany,0
34359742082,Kaissar Film,0
34359742082,Zweites Deutsches Fernsehen (ZDF),0
34359742082,Frisbeefilms,0
34359742083,Warner Bros.,0
34359742083,barefoot films,0
34359742084,Warner Bros.,0
34359742084,Hal Roach Studios,0
34359742085,Jigsaw Productions,0
34359742086,"",-3600000
34359742087,Searock Films,0
34359742087,Cinematic Vision,0
34359742088,AlphaVille Pictures Copenhagen,0
34359742088,Sirena Film,0
34359742089,Nimbus Film Productions,-3700000
34359742089,BOB Film Sweden AB,-3700000
34359742089,Filmpool Nord,-3700000
34359742090,Contemporary Productions,0
34359742091,Warner Bros.,0
34359742092,"",-914
34359742093,"",0
34359742094,Mayer (MGM),0
34359742094,Goldwyn,0
34359742094,Metro,0
34359742095,RKO Radio Pictures,0
34359742096,Stubborn Heart Films,0
34359742096,Baby Cow Productions,0
34359742097,"",-500000
34359742098,Children of the Corn Productions,-4500000
34359742099,Blue Rider Pictures,0
34359742100,Blue Rider Pictures,0
34359742101,Gatlin Films,0
34359742101,Dimension Films,0
34359742102,Creepersin Films,-2500000
34359742102,Neo Art & Logic,-2500000
34359742103,"",0
34359742104,Play Art,0
34359742105,"",0
34359742106,Covenant Communications,0
34359742107,"",0
34359742108,"",0
34359742109,France 3 Cinema,0
34359742109,Josy Films,0
34359742109,LGM Productions,0
34359742109,Gaumont,0
34359742110,"",0
34359742111,"",0
34359742112,Tate Productions,64227
34359742112,New Galactic,64227
34359742112,Nelson Entertainment,64227
34359742113,Baumgarten,0
34359742113,Illusion Entertainment Group,0
34359742113,Locke Company,0
34359742113,The Kushner,0
34359742114,"",0
34359742115,"",0
34359742116,Allied Artists Pictures,0
34359742117,EuropaCorp,-7700000
34359742117,Grive Productions,-7700000
34359742117,Canal+,-7700000
34359742118,Amicus Productions,0
34359742118,Columbia Pictures,0
34359742119,"",0
34359742120,"",0
34359742121,"",0
34359742122,"",0
34359742123,The Essanay Film Manufacturing Company,0
34359742124,The Essanay Film Manufacturing Company,0
34359742125,"",0
34359742126,Grupo de Estudos e Realizações (GER),0
34359742127,Grupo de Estudos e Realizações (GER),0
34359742127,Madragoa Filmes,0
34359742128,"",0
34359742129,Radiotelevisão Portuguesa (RTP),0
34359742130,"",0
34359742131,Central Independent Television,0
34359742132,"",0
34359742133,"",0
34359742134,Warner Bros.,0
34359742135,Harry Sherman Productions,0
34359742135,United Artists,0
34359742136,Bandeira Entertainment,0
34359742137,Channel 4,0
34359742137,Many Rivers Film,0
34359742138,Entertainment One,-4000000
34359742139,Sacred Bull Media,-3100000
34359742139,CB Films North,-3100000
34359742140,Twentieth Century Fox Film Corporation,0
34359742141,As Is Productions,0
34359742141,Playtone Productions,0
34359742141,Home Box Office (HBO),0
34359742142,Artificial Eye,0
34359742143,"",0
34359742144,Embargo Films,0
34359742144,Redwave Films,0
34359742144,Rai Cinema,0
34359742145,"",0
34359742146,"",0
34359742147,Annapurna Pictures,-11903700
34359742147,Media Rights Capital,-11903700
34359742147,Likely Story,-11903700
34359742148,Ransom,0
34359742148,First American Films,0
34359742149,"Tokyo Eiga Co., Ltd.",0
34359742150,Columbia Pictures Corporation,0
34359742151,Stellar Entertainment,-12000000
34359742151,Beijing Heguchuan TV & Film,-12000000
34359742151,Lumiere Motion Picture Company,-12000000
34359742151,Beijing Gallop Horse Film & TV Production,-12000000
34359742151,Media Asia Films,-12000000
34359742151,Lion Rock Productions,-12000000
34359742152,"",235432
34359742153,Gainsborough Pictures,0
34359742154,Mayer (MGM),0
34359742154,Goldwyn,0
34359742154,Metro,0
34359742155,"",0
34359742156,"",0
34359742157,"",0
34359742158,"",2
34359742159,Nikkatsu,0
34359742160,Paramount Pictures,0
34359742161,Warner Bros.,0
34359742162,B.P. Schulberg Productions,0
34359742162,Paramount Pictures,0
34359742163,Columbia Pictures Corporation,0
34359742164,"",0
34359742165,True Crime Australia,1630444
34359742165,Duo Art Productions,1630444
34359742165,Emu Creek Pictures,1630444
34359742165,Screen Australia,1630444
34359742165,South Australian Film Corporation,1630444
34359742166,Mayer (MGM),0
34359742166,Goldwyn,0
34359742166,Metro,0
34359742167,Twentieth Century Fox Film Corporation,0
34359742168,London Film Productions,0
34359742169,Resolution Independent,0
34359742169,Film Victoria,0
34359742169,Australian Film Finance Corporation (AFFC),0
34359742169,Darclight Films,0
34359742170,Columbia Pictures Corporation,0
34359742171,Julius Hagen Productions,0
34359742172,RMB Productions,0
34359742172,Great Southern Land Entertainment,0
34359742172,Accelerator Films,0
34359742173,W9,-16000000
34359742173,Lobster Tree,-16000000
34359742173,Ciné+,-16000000
34359742173,Pathé,-16000000
34359742173,Canal+,-16000000
34359742173,M6 Films,-16000000
34359742173,Eskwad,-16000000
34359742174,Twentieth Century Fox Film Corporation,0
34359742175,Associated Talking Pictures (ATP),0
34359742176,Evergreen MD,46546518
34359742176,BBC Earth MD (WWD),46546518
34359742176,Evergreen Films,46546518
34359742176,BBC Earth,46546518
34359742176,Animal Logic,46546518
34359742176,Reliance BIG Entertainment,46546518
34359742176,BBC Worldwide,46546518
34359742177,Codex Pictures,0
34359742177,POP6,0
34359742177,Good Story Productions,0
34359742178,Prana Animation Studios,0
34359742178,Walt Disney Animation Studios,0
34359742178,DisneyToon Studios,0
34359742179,Prana Animation Studios,0
34359742179,Walt Disney Animation Studios,0
34359742179,DisneyToon Studios,0
34359742180,"",0
34359742181,"",0
34359742182,Studio Pavla Lungina,-15000000
34359742183,ASK Eurofilm,0
34359742183,Centre National de la Cinématographie (CNC),0
34359742183,La Sept Cinéma,0
34359742184,Photoplay Productions,0
34359742185,Andrew L. Stone Productions,0
34359742186,Mayer (MGM),0
34359742186,Goldwyn,0
34359742186,Metro,0
34359742187,"",0
34359742188,"",0
34359742189,Smoking Gun Productions,0
34359742189,Cinema Corporation of America,0
34359742190,"",0
34359742191,Blake and Associates,0
34359742191,National Science Foundation,0
34359742191,National Wildlife Federation,0
34359742191,MacGillivray Freeman Films,0
34359742192,"",0
34359742193,Mayer (MGM),0
34359742193,Goldwyn,0
34359742193,Metro,0
34359742194,"",0
34359742195,"",0
34359742196,Production Partners,0
34359742197,"",0
34359742198,3 Arts Entertainment,0
34359742199,"",0
34359742200,FN Crazy Film LLC,0
34359742201,"",0
34359742202,Sanjines,0
34359742203,New World Pictures,0
34359742204,Villealfa Filmproduction Oy,0
34359742205,Phoenix,0
34359742205,Slotint,0
34359742206,"",0
34359742207,Warner Bros.,0
34359742208,"",-9
34359742209,BUFO,0
34359742209,Destination Films,0
34359742210,PalmStar Entertainment,-2500000
34359742210,Twisted Pictures,-2500000
34359742211,"",0
34359742212,DiNovi Pictures,11486
34359742213,Lindbrook Productions,0
34359742213,Allied Artists Pictures,0
34359742214,"",0
34359742215,"",0
34359742216,Filmscope Entertainment,0
34359742216,Nexus 6 Films,0
34359742217,Intrepid Pictures,0
34359742218,Mayer (MGM),0
34359742218,Goldwyn,0
34359742218,Metro,0
34359742219,Twentieth Century Fox Film Corporation,0
34359742220,Dimension Films,0
34359742221,MDP Worldwide,0
34359742221,FM Entertainment International N.V.,0
34359742222,"",0
34359742223,"",0
34359742224,Dana Carvey Enterprises,0
34359742224,Lee Productions,0
34359742224,Moffitt,0
34359742225,"",0
34359742226,"",0
34359742227,Mondovin BV,0
34359742227,Nu Image Films,0
34359742228,Monogram Pictures,0
34359742229,Kimura Productions,0
34359742230,Sobini Films,0
34359742230,Icon Productions,0
34359742231,KSM Film,0
34359742232,"",0
34359742233,Kino Oko,0
34359742233,fx3x,0
34359742233,i/o post,0
34359742234,Shôchiku Eiga,0
34359742235,Toei Tokyo,0
34359742236,Inforg Stúdió,0
34359742236,Hai Hui Entertainement,0
34359742236,Opus Film,0
34359742237,Georgian Film,0
34359742237,Allfilm,0
34359742238,Minerva Productions,8265
34359742238,Sandia Media,8265
34359742238,Haven Entertainment,8265
34359742239,Soul Kiss Films,0
34359742240,Daiei Studios,0
34359742241,Silver Wings Films,-12000000
34359742241,Odyssey Media,-12000000
34359742242,Toei Company,0
34359742243,Home Box Office (HBO),0
34359742244,"",0
34359742245,Mayer (MGM),0
34359742245,Goldwyn,0
34359742245,Metro,0
34359742246,The Vitaphone Corporation,0
34359742246,First National Pictures,0
34359742247,Instituto Cubano del Arte e Industrias Cinematográficos (ICAIC),0
34359742248,"",-20
34359742249,"",0
34359742250,"",0
34359742251,"",0
34359742252,Mayer (MGM),0
34359742252,Goldwyn,0
34359742252,Metro,0
34359742253,"",0
34359742254,The Vitaphone Corporation,0
34359742254,Warner Bros.,0
34359742255,Union Entertainment Group (II),0
34359742255,Benaroya Pictures,0
34359742255,"Film Community, The",0
34359742255,Venture Forth,0
34359742255,Fork Films,0
34359742256,Warner Bros.,0
34359742257,Fama Film,0
34359742257,Monipoly Productions,0
34359742257,Lanterna Magica,0
34359742257,Film (II),0
34359742257,Alpha,0
34359742258,RCR Media Group,0
34359742258,Stage 6 Films,0
34359742258,Jaffe/Braunstein Films,0
34359742259,Work in Progress,0
34359742259,Exclusive Media Group,0
34359742259,Wonderful Films PLC,0
34359742259,LD Entertainment,0
34359742259,Pioneer Pictures,0
34359742260,Motion Pictures Inc.,0
34359742261,Kings Road Entertainment,0
34359742262,Norma Talmadge Film Corporation,0
34359742263,Sam Taylor Productions,0
34359742263,Feature Productions,0
34359742264,National Film Board of Canada (NFB),0
34359742265,"",0
34359742266,"",0
34359742267,La Noria Cine,0
34359742267,Universidad del Cine,0
34359742268,"",0
34359742269,SQ Film Laboratories,699290
34359742269,Origin8 Media,699290
34359742269,Post Manila,699290
34359742269,Reality Entertainment,699290
34359742270,M7200 Productions,0
34359742270,Periscope Productions,0
34359742271,"",-2000000
34359742272,Castelao Producciones,0
34359742273,Closer Productions,0
34359742274,"",0
34359742275,Herold and Family,0
34359742276,"",0
34359742277,Gold Circle Films,0
34359742277,Quickfire Films,0
34359742278,"",0
34359742279,Macedonian Film Fund,-1850000
34359742279,Cinematrix Film,-1850000
34359742279,Film Väst,-1850000
34359742279,Bulgarian National Film Center,-1850000
34359742279,Fidelity Films,-1850000
34359742279,Dream Factory Macedonia,-1850000
34359742279,Euroimages Fund of the Council of Europe,-1850000
34359742279,SIA Advertising,-1850000
34359742279,Premiere Picture,-1850000
34359742279,Új Budapest Filmstudió,-1850000
34359742280,"",0
34359742281,Spier Films,0
34359742282,Edward L. Alperson Productions,0
34359742283,Mayer (MGM),0
34359742283,Goldwyn,0
34359742283,Metro,0
34359742284,Mayer (MGM),0
34359742284,Goldwyn,0
34359742284,Metro,0
34359742284,Heron Film Productions,0
34359742284,Filmways Pictures,0
34359742285,Globus Productions,0
34359742285,Golan,0
34359742285,Mayer (MGM),0
34359742285,Goldwyn,0
34359742285,Metro,0
34359742285,Cannon Group,0
34359742286,Mosfilm,0
34359742287,Art Pictures Studio,38129518
34359742288,Sonar Entertainment (II),-2000000
34359742288,RHI Entertainment,-2000000
34359742288,Lighthouse Pictures,-2000000
34359742288,Brightlight Pictures,-2000000
34359742289,Anchor Bay Films,0
34359742289,Asylum Entertainment,0
34359742290,"",0
34359742291,Azimuth,0
34359742291,IMV Vertieb Media,0
34359742291,Interfilm L.A.,0
34359742291,Karat Film International,0
34359742291,Karat Film,0
34359742292,Twentieth Century Fox Film Corporation,0
34359742293,Imp.Ex.Ci.,0
34359742293,Cité Films,0
34359742293,Mondial Televisione Film,0
34359742293,Les Films Jacques Leitienne,0
34359742293,Labrador Films,0
34359742294,Columbia Pictures Corporation,0
34359742295,Allied Artists Pictures,0
34359742296,Goldwyn Pictures Corporation,0
34359742296,Metro,0
34359742297,San Carlos Productions,-600000
34359742297,The Corman Company,-600000
34359742297,United Artists,-600000
34359742298,Twentieth Century Fox Film Corporation,0
34359742299,Larry Darmour Productions,0
34359742299,Columbia Pictures Corporation,0
34359742300,Mayer (MGM),0
34359742300,Goldwyn,0
34359742300,Metro,0
34359742301,Mayer (MGM),0
34359742301,Goldwyn,0
34359742301,Metro,0
34359742302,Mayer (MGM),0
34359742302,Goldwyn,0
34359742302,Metro,0
34359742303,"",0
34359742304,Milano Films,0
34359742305,"",0
34359742306,Monogram Pictures,0
34359742307,"",0
34359742308,Mayer (MGM),0
34359742308,Goldwyn,0
34359742308,Metro,0
34359742309,DI Love,-3000000
34359742310,"",0
34359742311,Dualstar Productions,0
34359742312,"",0
34359742313,"",0
34359742314,Film,0
34359742314,Luis Trenker,0
34359742315,Württemberg,0
34359742315,MFG Filmförderung Baden,0
34359742315,Salzgeber & Company Medien,0
34359742315,Südwestrundfunk,0
34359742316,"",0
34359742317,Hammer Film Productions,0
34359742318,thefyzz,37473
34359742318,Tappeluft Pictures,37473
34359742318,Saga Film,37473
34359742319,Dakota North Entertainment,0
34359742319,Dakota Pictures,0
34359742320,"",0
34359742321,Bespoke Productions,0
34359742321,Azucar Entertainment,0
34359742321,Laurinfilm,0
34359742321,IMS 3 LLP,0
34359742322,Mooseface Films Inc.,0
34359742322,Infinity Entertainment,0
34359742322,Cinelaw,0
34359742322,Lions Gate Films,0
34359742323,"",0
34359742324,Fett Film,0
34359742325,ATC 3000,0
34359742325,chateau productions,0
34359742325,Rochelle Films,0
34359742326,"",0
34359742327,Crown International Pictures,0
34359742328,FortyFPS Productions,0
34359742328,IndustryWorks Pictures,0
34359742328,Twisted Twins Productions,0
34359742329,Universal Pictures,0
34359742330,Twentieth Century Fox Film Corporation,0
34359742331,Frame Of Mind Entertainment,-250000
34359742332,Katsu Production Co. Ltd.,0
34359742333,Prakash Mehra Productions,0
34359742334,Cinema 77,0
34359742335,Warner Bros.,0
34359742336,Sextant Films,0
34359742336,Mayer (MGM),0
34359742336,Goldwyn,0
34359742336,Metro,0
34359742337,Mosfilm,0
34359742338,Art Pictures Studio,5873871
34359742339,Deutsche Filmförderfonds (DFFF),0
34359742339,FFA Filmförderungsanstalt,0
34359742339,Filmstiftung NRW,0
34359742340,Star Ritz Productions Co Ltd,0
34359742341,TV4 Sweden AB,-6629445
34359742341,Pampas Produktion,-6629445
34359742342,Nordisk Film,0
34359742343,Evans Productions,0
34359742343,Pillay,0
34359742343,"Dark Art Films, Ltd.",0
34359742344,Moskinokombinat,0
34359742344,Grading Dimension Pictures,0
34359742345,Hooks and Taylor Entertainment,-3000000
34359742346,Salamander Film Productions,0
34359742347,Splendid Film,0
34359742348,"",0
34359742349,Metropole Organisation,0
34359742349,Sil,0
34359742350,ARS Film Production,-25000000
34359742351,Tasara Films,-500000
34359742352,"",0
34359742353,RKO Radio Pictures,0
34359742354,Tag Entertainment,0
34359742354,Crescent City Pictures,0
34359742354,Andertainment Group,0
34359742355,Twentieth Century Fox Film Corporation,0
34359742356,Charles Martin Productions,0
34359742357,"",0
34359742358,Monogram Pictures,0
34359742359,"",0
34359742360,"",0
34359742361,Greta Film AB,0
34359742361,Obel Film,0
34359742361,Thura Film,0
34359742362,NDF International,0
34359742363,Globus Productions,760000
34359742363,Golan,760000
34359742363,Cannon Group,760000
34359742364,Reboot USA,0
34359742365,Chockstone Pictures,176391
34359742365,Nick Wechsler Productions,176391
34359742365,2929 Productions,176391
34359742366,"",0
34359742367,Trident Films Ltd.,0
34359742367,Norman Rosemont Productions,0
34359742368,Magnum Films,0
34359742368,Frank Enterprises,0
34359742368,Syn,0
34359742369,Group W,0
34359742370,Bristol Automotive,219555708
34359742370,Black Bear Pictures,219555708
34359742371,IAC Films,-8889025
34359742371,Warner Bros.,-8889025
34359742371,Ghoulardi Film Company,-8889025
34359742372,naked eye filmproduction GmbH & Co. KG,794452
34359742372,Claussen Wöbke Putz Filmproduktion,794452
34359742373,Boram Entertainment Inc.,0
34359742374,Beijing Film Studio,-22000000
34359742375,Madame Films,0
34359742375,Good Lap Production,0
34359742375,La Banque Postale Image 7,0
34359742375,Cinéfrance 1888,0
34359742375,Axel Films,0
34359742375,Universal Pictures International (UPI),0
34359742376,"",0
34359742377,Hammer Film Productions,0
34359742378,Fu Manchu Films,0
34359742378,Hallam Productions,0
34359742378,Constantin Film Produktion,0
34359742379,Lippert Films,0
34359742380,Tee Rob Pictures,-5000000
34359742380,Amberdale Productions,-5000000
34359742380,Unified Pictures,-5000000
34359742381,Swipe Films,-6000000
34359742381,Umedia,-6000000
34359742381,Entertainment Motion Pictures,-6000000
34359742381,Regent Capital,-6000000
34359742381,uFilm,-6000000
34359742381,Arcadia Motion Pictures,-6000000
34359742381,Cinema Four,-6000000
34359742381,Matador Pictures,-6000000
34359742382,Juonifilmi,-900000
34359742383,Color Force,627100229
34359742383,Lionsgate,627100229
34359742384,Jules Verne Films Ltd,0
34359742385,Hannibal Pictures,-15000000
34359742385,Martini Films,-15000000
34359742385,North by Northwest Entertainment,-15000000
34359742386,Pannónia Filmstúdió,0
34359742387,Sveriges Television (SVT),0
34359742387,Nordisk Film,0
34359742387,Det Danske Filminstitut,0
34359742388,Pannónia Filmstúdió,0
34359742389,Riva Films,0
34359742389,Mini Traité Franco Allemand [fr],0
34359742389,Elzévir & Cie,0
34359742389,Canal+ France,0
34359742389,DBG / deux beaux garçons,0
34359742389,Israel Film Fund,0
34359742389,Films Distribution,0
34359742389,Arte France Cinéma,0
34359742390,Busboy Productions,0
34359742390,International Traders,0
34359742390,Odd Lot Entertainment,0
34359742391,"",0
34359742392,"",0
34359742393,Sweet Tomato Films,0
34359742394,Film Home Entertainment,0
34359742394,A,0
34359742394,Lube,0
34359742395,Reno Productions,0
34359742396,Lacuna Filmes,0
34359742397,Red 56,0
34359742397,Deep Blue Pictures,0
34359742398,Hallmark Hall of Fame Productions,0
34359742399,Zazi Films,-7000000
34359742399,Pathé Films,-7000000
34359742400,"",0
34359742401,Mayer (MGM),0
34359742401,Goldwyn,0
34359742401,Metro,0
34359742402,The Vitaphone Corporation,0
34359742402,Warner Bros.,0
34359742403,The Vitaphone Corporation,0
34359742403,Warner Bros.,0
34359742404,Mayer (MGM),0
34359742404,Goldwyn,0
34359742404,Metro,0
34359742405,First National Pictures,0
34359742406,Warner Bros.,0
34359742407,Volcano Films,128031828
34359742407,Babieka,128031828
34359742407,Chernin Entertainment,128031828
34359742407,Scott Free Productions,128031828
34359742408,"",0
34359742409,Herold Productions,0
34359742409,Boll Kino Beteiligungs GmbH & Co. KG,0
34359742409,Jadran Film,0
34359742410,PeaPie Films,0
34359742410,Working Title Films,0
34359742410,O2 Filmes,0
34359742411,"",0
34359742412,Warner Bros.,27007072
34359742413,Summer Days With Coo Committee,0
34359742413,Sky Perfect Well Think,0
34359742413,Shin Ei Animation,0
34359742413,Mitsui Bussan,0
34359742413,Dentsu Tec,0
34359742413,TV Asahi,0
34359742413,Dentsu,0
34359742413,Shochiku Company,0
34359742413,Sony Music Entertainment Japan,0
34359742414,Platige Image,0
34359742415,National Film and Television School (NFTS),-10400
34359742416,"",0
34359742417,Atlas Films,0
34359742418,American International Productions,-175000
34359742419,"",0
34359742420,Nadja Films,0
34359742421,Palumbo,0
34359742422,"",0
34359742423,"",0
34359742424,"",0
34359742425,Warner Bros.,0
34359742426,"",0
34359742427,Warner Bros.,0
34359742428,"",-70
34359742429,Parklane Pictures Inc.,0
34359742430,Neue Constantin Film,0
34359742431,Barbera Productions,0
34359742431,Hanna,0
34359742431,Universal Pictures,0
34359742432,"",0
34359742433,"",0
34359742434,Generator Entertainment,0
34359742435,"",0
34359742436,"",0
34359742437,"",0
34359742438,"",0
34359742439,French Quarter Film,0
34359742440,"",0
34359742441,"",0
34359742442,Moviestore Entertainment,0
34359742442,Rose & Ruby Productions,0
34359742443,"",0
34359742444,"",0
34359742445,"",0
34359742446,Judica Productions,0
34359742447,"",8533973
34359742448,"",0
34359742449,Red Granite Pictures,129837010
34359742449,Conundrum Entertainment,129837010
34359742449,Universal Pictures,129837010
34359742449,New Line Cinema,129837010
34359742450,Productions 10th Ave,15000000
34359742450,CarpeDiem Film & TV,15000000
34359742451,"",-3700000
34359742452,"",0
34359742453,Armian pictures,0
34359742453,Atlantic Pictures (II),0
34359742453,Far Hills Pictures,0
34359742454,"",0
34359742455,South Central Films,0
34359742456,Chili Film,0
34359742456,Gary Sanchez Productions,0
34359742457,"",0
34359742458,Tressock Films,-7750000
34359742458,Euro Center Productions,-7750000
34359742458,British Lion Film Corporation,-7750000
34359742459,"",0
34359742460,nnovva,0
34359742460,RCN Films & e,0
34359742460,Bowery Hills Entertainment,0
34359742460,Launchpad Productions,0
34359742461,Playboy Productions,0
34359742462,Wiretap Films,-2000000
34359742462,Entertainment One,-2000000
34359742462,Myriad Pictures,-2000000
34359742463,"",0
34359742464,Twentieth Century Fox Film Corporation,0
34359742465,"",-3810388
34359742466,Bethsabée Mucho,0
34359742467,Logie Pictures,0
34359742467,Cass Films,0
34359742468,Euroimages Fund of the Council of Europe,-500000
34359742468,Irish Film Board,-500000
34359742468,Octagon Films,-500000
34359742468,Fidélité Productions,-500000
34359742469,Duly Noted,-1000000
34359742469,Homegrown Pictures,-1000000
34359742470,Motlys,-2200000
34359742471,Mediapro,0
34359742472,Yuma Films,0
34359742472,75 Films,0
34359742473,Shanghai Film Group,0
34359742473,Ningxia Film Studio,0
34359742473,Golden Sun Films,0
34359742474,Ascot Elite Entertainment Group,10900434
34359742474,"Weinstein Company, The",10900434
34359742474,Diamond Films,10900434
34359742475,Radical Media,0
34359742476,Bert Marcus Productions,0
34359742477,bona Film Distribution Company,0
34359742477,Beijing Poly,0
34359742477,Production Corporation,0
34359742477,China Film Co,0
34359742478,"",0
34359742479,Yash Raj Films,0
34359742480,"",0
34359742481,"",0
34359742482,Durga Entertainment,0
34359742482,Displaced Pictures,0
34359742482,Anonymous Content,0
34359742482,Whitewater Films,0
34359742483,BosBros,0
34359742484,Rézo Films,0
34359742484,Cinémage 7,0
34359742484,Soficinéma 8,0
34359742484,Tax Shelter Film Funding,0
34359742484,Fonds National de Soutien à la Production Audiovisuelle du Luxembourg,0
34359742484,Les Films Pelléas,0
34359742484,Artémis Productions,0
34359742484,Iris Films,0
34359742484,Hérodiade,0
34359742484,Iris productions,0
34359742484,Canal+,0
34359742485,Pacific Northwest Pictures,0
34359742485,Foundry Films,0
34359742485,Killer Films,0
34359742486,"",0
34359742487,"",0
34359742488,"",0
34359742489,"",0
34359742490,Sneaky Pete Productions,0
34359742491,"",0
34359742492,Working Title Films,108726688
34359742493,Hole in 1 Productions,0
34359742493,Five By Eight Productions,0
34359742493,Strongman,0
34359742493,Vanishing Angle,0
34359742494,"",0
34359742495,"",0
34359742496,"",940000
34359742497,Twentieth Century Fox Film Corporation,0
34359742498,Twentieth Century Fox Film Corporation,0
34359742499,Warner Bros.,0
34359742499,First National Pictures,0
34359742500,"",0
34359742501,St. Petersburg Clearwater Film Commission,16424533
