key,title,budget,revenue,profit,return,year,month,day,day_week,collection
26,Now and Then,12000000,27400000,15400000,2.283333333333333,1995,Octubre,20,Viernes,
29,Shanghai Triad,0,0,0,,1995,Abril,30,Domingo,
474,Judgment Night,0,12136938,12136938,,1993,Octubre,15,Viernes,
964,The Rich Man's Wife,0,8538318,8538318,,1996,Septiembre,13,Viernes,
1677,The Replacement Killers,30000000,19204929,-10795071,0.6401643,1998,Febrero,06,Viernes,
1697,Midaq Alley,0,0,0,,1995,Mayo,05,Viernes,
1806,Voyage to the Beginning of the World,0,0,0,,1997,Mayo,05,Lunes,
1950,The Parent Trap,0,0,0,,1998,Julio,28,Martes,
2040,House II: The Second Story,0,7800000,7800000,,1987,Mayo,14,Jueves,House Collection
2214,Tales from the Darkside: The Movie,3500000,16324573,12824573,4.664163714285714,1990,Mayo,03,Jueves,
2250,Godzilla,1000000,0,-1000000,0.0,1954,Noviembre,03,Miercoles,Godzilla (Showa) Collection
2453,Doug's 1st Movie,0,0,0,,1999,Marzo,26,Viernes,
2509,Trippin',0,9016377,9016377,,1999,Mayo,12,Miercoles,
2529,Superman IV: The Quest for Peace,17000000,19300000,2300000,1.1352941176470588,1987,Julio,23,Jueves,Superman Collection
2927,Dead Again,0,38016380,38016380,,1991,Agosto,23,Viernes,
65,Lawnmower Man 2: Beyond Cyberspace,0,2409225,2409225,,1996,Enero,12,Viernes,The Lawnmower Man Collection
191,Smoke,7000000,8349430,1349430,1.1927757142857143,1995,Junio,09,Viernes,Brooklyn Cigar Store Collection
418,Blown Away,0,30156002,30156002,,1994,Julio,01,Viernes,
541,Super Mario Bros.,48000000,20915465,-27084535,0.4357388541666667,1993,Mayo,28,Viernes,
558,Chasers,0,1596687,1596687,,1994,Abril,22,Viernes,
1010,Synthetic Pleasures,0,0,0,,1995,Septiembre,13,Miercoles,
1224,Arsenic and Old Lace,1120175,0,-1120175,0.0,1944,Septiembre,23,Sabado,
1258,Butch Cassidy and the Sundance Kid,6000000,102308889,96308889,17.0514815,1969,Septiembre,23,Martes,
1277,Amityville: Dollhouse,0,0,0,,1996,Octubre,02,Miercoles,The Amityville Horror Collection
1360,Hamlet,0,0,0,,1996,Diciembre,25,Miercoles,
1840,A Man for All Seasons,3900000,28350000,24450000,7.269230769230769,1966,Diciembre,12,Lunes,
2173,The Fiendish Plot of Dr. Fu Manchu,0,0,0,,1980,Agosto,08,Viernes,
2812,The Razor's Edge,0,0,0,,1984,Octubre,19,Viernes,
2895,"They Shoot Horses, Don't They?",0,0,0,,1969,Diciembre,10,Miercoles,
2906,The General,750000,0,-750000,0.0,1926,Diciembre,31,Viernes,
2941,The Ape,0,0,0,,1940,Septiembre,30,Lunes,
3009,The End of the Affair,0,0,0,,1955,Febrero,23,Miercoles,
3015,Daddy-Long-Legs,0,0,0,,1919,Mayo,11,Domingo,
3061,The Hurricane,50000000,73956241,23956241,1.47912482,1999,Septiembre,17,Viernes,
222,Dream Man,0,0,0,,1995,Enero,01,Domingo,
270,Man of the House,0,0,0,,1995,Marzo,03,Viernes,
293,Panther,0,6834525,6834525,,1995,Noviembre,10,Viernes,
730,The Arrival,25000000,14048372,-10951628,0.56193488,1996,Mayo,31,Viernes,The Arrival Collection
938,The 39 Steps,0,0,0,,1935,Junio,01,Sabado,
1127,Dear God,0,0,0,,1996,Noviembre,01,Viernes,
1145,"Sex, Lies, and Videotape",1200000,0,-1200000,0.0,1989,Agosto,18,Viernes,
1371,Inside,0,0,0,,1996,Agosto,25,Domingo,
1409,Donnie Brasco,35000000,41954997,6954997,1.1987142,1997,Febrero,27,Jueves,
1551,The Game,50000000,109423648,59423648,2.18847296,1997,Septiembre,12,Viernes,
1642,Full Speed,0,0,0,,1996,Septiembre,25,Miercoles,
2184,What Dreams May Come,85000000,71485043,-13514957,0.841000505882353,1998,Octubre,02,Viernes,
2517,Frogs for Snakes,0,0,0,,1998,Agosto,14,Viernes,
2570,The Red Dwarf,0,0,0,,1998,Mayo,16,Sabado,
2581,The Dinner Game,12500000,78599508,66099508,6.28796064,1998,Abril,15,Miercoles,
2909,Rough Night in Jericho,0,0,0,,1967,Enero,01,Domingo,
2989,Come See the Paradise,0,0,0,,1990,Agosto,17,Viernes,
2994,Places in the Heart,0,0,0,,1984,Septiembre,11,Martes,
243,Heavenly Creatures,5000000,3049135,-1950865,0.609827,1994,Septiembre,02,Viernes,
278,Nell,31000000,106683817,75683817,3.4414134516129034,1994,Diciembre,23,Viernes,
367,Reality Bites,11500000,20079850,8579850,1.7460739130434784,1994,Febrero,18,Viernes,
442,The Favor,0,0,0,,1994,Abril,29,Viernes,
705,Multiplicity,45000000,0,-45000000,0.0,1996,Julio,19,Viernes,
720,Barb Wire,0,3793614,3793614,,1996,Mayo,02,Jueves,
1175,The Killer,0,0,0,,1989,Julio,06,Jueves,
1202,The Graduate,3000000,104945305,101945305,34.981768333333335,1967,Diciembre,21,Jueves,
1463,Losing Chase,0,0,0,,1996,Agosto,18,Domingo,
1532,Money Talks,0,0,0,,1997,Agosto,22,Viernes,
1690,King of New York,1000000,2554476,1554476,2.554476,1990,Julio,18,Miercoles,
1919,Saving Private Ryan,70000000,481840909,411840909,6.8834415571428575,1998,Julio,24,Viernes,
1936,A Far Off Place,0,12890752,12890752,,1993,Marzo,12,Viernes,
2030,The Secret of NIMH,7000000,14665733,7665733,2.095104714285714,1982,Junio,17,Jueves,The Secret Of NIMH Collection
2371,Tinseltown,0,0,0,,1997,Enero,01,Miercoles,
2520,The Mummy,0,0,0,,1959,Septiembre,29,Martes,The Mummy (Hammer Series)
2598,Lake Placid,27000000,56870414,29870414,2.1063116296296296,1999,Julio,15,Jueves,
2797,The Mating Habits of the Earthbound Human,0,0,0,,1999,Septiembre,03,Viernes,
2944,Holiday Inn,0,0,0,,1942,Agosto,04,Martes,
3034,The Bat Whispers,0,0,0,,1930,Enero,01,Miercoles,
19,Money Train,60000000,35431113,-24568887,0.59051855,1995,Noviembre,21,Martes,
54,Georgia,0,0,0,,1995,Mayo,19,Viernes,
296,Quiz Show,0,0,0,,1994,Septiembre,16,Viernes,
926,It's a Wonderful Life,3180000,9644124,6464124,3.032743396226415,1946,Diciembre,20,Viernes,
965,Infinity,0,0,0,,1996,Octubre,04,Viernes,
1217,The Great Escape,4000000,11744471,7744471,2.93611775,1963,Junio,20,Jueves,
1280,The Amityville Horror,0,86432000,86432000,,1979,Julio,27,Viernes,The Amityville Horror Collection
1447,Romy and Michele's High School Reunion,0,29235353,29235353,,1997,Abril,25,Viernes,
1537,The Hunt for Red October,30000000,199200000,169200000,6.64,1990,Marzo,02,Viernes,The Jack Ryan Collection
1671,Spice World,25000000,100000000,75000000,4.0,1997,Diciembre,19,Viernes,
1782,The Ugly,0,0,0,,1997,Agosto,26,Martes,
1951,BASEketball,0,7027290,7027290,,1998,Julio,28,Martes,
2551,It Conquered the World,0,0,0,,1956,Julio,14,Sabado,
2857,Crimes and Misdemeanors,19000000,18254702,-745298,0.9607737894736842,1989,Octubre,13,Viernes,
3051,Easy Rider,360000,0,-360000,0.0,1969,Mayo,07,Miercoles,
3069,"Girl, Interrupted",40000000,0,-40000000,0.0,1999,Diciembre,21,Martes,
0,Toy Story,30000000,373554033,343554033,12.4518011,1995,Octubre,30,Lunes,Toy Story Collection
277,Nobody's Fool,0,0,0,,1994,Diciembre,23,Viernes,
287,Poison Ivy II: Lily,0,0,0,,1996,Enero,16,Martes,Poison Ivy Collection
348,The Crow,15000000,94000000,79000000,6.266666666666667,1994,Mayo,11,Miercoles,The Crow Collection
415,Beverly Hills Cop III,50000000,119208989,69208989,2.38417978,1994,Mayo,24,Martes,Beverly Hills Cop Collection
847,Shadow of Angels,0,0,0,,1976,Enero,31,Sabado,
1077,Microcosmos,0,0,0,,1996,Mayo,20,Lunes,
1336,Under Siege,35000000,156563139,121563139,4.473232542857143,1992,Octubre,08,Jueves,Under Siege Collection
1594,The Rainmaker,40000000,45916769,5916769,1.147919225,1997,Noviembre,18,Martes,
1958,Doctor Zhivago,11000000,111858363,100858363,10.168942090909091,1965,Diciembre,22,Miercoles,
2157,Indecent Proposal,38000000,266614059,228614059,7.0161594473684215,1993,Abril,07,Miercoles,
2486,eXistenZ,15000000,2856712,-12143288,0.19044746666666668,1999,Abril,14,Miercoles,
2648,The Thomas Crown Affair,48000000,124305181,76305181,2.5896912708333333,1999,Agosto,06,Viernes,
2940,Where's Marlowe?,0,0,0,,1998,Enero,01,Jueves,
502,A Perfect World,30000000,135130999,105130999,4.504366633333333,1993,Noviembre,24,Miercoles,
656,All Things Fair,0,0,0,,1995,Marzo,08,Miercoles,
1055,Madame Butterfly,0,0,0,,1995,Noviembre,22,Miercoles,
1480,Trial and Error,0,0,0,,1997,Mayo,30,Viernes,
1921,East Palace West Palace,0,0,0,,1996,Enero,01,Lunes,
2088,Firelight,0,0,0,,1997,Septiembre,14,Domingo,
2244,Central Station,2900000,5596708,2696708,1.9298993103448276,1998,Enero,16,Viernes,
2583,Zone 39,0,0,0,,1996,Mayo,04,Sabado,
2881,Being John Malkovich,13000000,22863596,9863596,1.758738153846154,1999,Septiembre,30,Jueves,
2900,Creepshow,8000000,21028755,13028755,2.628594375,1982,Noviembre,12,Viernes,Creepshow Collection
112,Margaret's Museum,0,0,0,,1995,Septiembre,13,Miercoles,
113,Happiness Is in the Field,13365000,0,-13365000,0.0,1995,Enero,31,Martes,
155,Casper,50000000,287928194,237928194,5.75856388,1995,Mayo,26,Viernes,
167,Hackers,20000000,7563728,-12436272,0.3781864,1995,Septiembre,14,Jueves,
299,The Quick and the Dead,32000000,18552460,-13447540,0.579764375,1995,Febrero,09,Jueves,
385,"Faster, Pussycat! Kill! Kill!",45000,0,-45000,0.0,1965,Agosto,06,Viernes,
736,Gold Diggers: The Secret of Bear Mountain,0,0,0,,1995,Noviembre,03,Viernes,
831,Every Other Weekend,0,0,0,,1990,Agosto,28,Martes,
1042,Willy Wonka & the Chocolate Factory,3000000,4000000,1000000,1.3333333333333333,1971,Junio,29,Martes,
1599,Critical Care,0,0,0,,1997,Octubre,31,Viernes,
1738,Nil by Mouth,9000000,0,-9000000,0.0,1997,Mayo,08,Jueves,
1882,Child's Play,9000000,44196684,35196684,4.910742666666667,1988,Noviembre,08,Martes,Child's Play Collection
2175,The Thing,15000000,19629760,4629760,1.3086506666666666,1982,Junio,25,Viernes,The Thing Collection
2364,Firewalker,0,11949484,11949484,,1986,Noviembre,21,Viernes,
2400,Pet Sematary,11500000,57469467,45969467,4.997344956521739,1989,Abril,21,Viernes,Pet Sematary Collection
2403,Children of the Corn III: Urban Harvest,0,0,0,,1995,Septiembre,12,Martes,Children of the Corn Collection
2672,Cat's Eye,0,0,0,,1985,Abril,12,Viernes,
2878,The City,0,0,0,,1999,Octubre,22,Viernes,
237,Fluke,0,0,0,,1995,Junio,02,Viernes,
241,The Glass Shield,0,0,0,,1994,Septiembre,16,Viernes,
347,Crooklyn,0,0,0,,1994,Mayo,13,Viernes,
564,The Slingshot,0,0,0,,1993,Septiembre,24,Viernes,
588,Beauty and the Beast,25000000,377350553,352350553,15.09402212,1991,Noviembre,13,Miercoles,Beauty and the Beast Collection
602,Heavy Metal,9300000,0,-9300000,0.0,1981,Agosto,07,Viernes,Heavy Metal Collection
857,Sweet Nothing,0,0,0,,1995,Junio,08,Jueves,
1497,MURDER and murder,0,0,0,,1996,Septiembre,10,Martes,
1547,Soul Food,0,0,0,,1997,Septiembre,26,Viernes,
1636,Stranger in the House,0,0,0,,1997,Enero,01,Miercoles,
1740,The Borrowers,29000000,0,-29000000,0.0,1997,Diciembre,05,Viernes,
1983,The Return of Jafar,0,0,0,,1994,Diciembre,15,Jueves,Aladdin Collection
2278,A Simple Plan,0,0,0,,1998,Diciembre,11,Viernes,
2341,The Fly,700000,3000000,2300000,4.285714285714286,1958,Julio,16,Miercoles,The Fly (1958 series)
2549,Invasion of the Body Snatchers,417000,0,-417000,0.0,1956,Febrero,05,Domingo,
2660,Head On,0,378667,378667,,1998,Agosto,13,Jueves,
2882,Dreaming of Joseph Lees,2000000,7,-1999993,3.5E-6,1999,Octubre,29,Viernes,
22,Assassins,50000000,30303072,-19696928,0.60606144,1995,Octubre,06,Viernes,
198,Three Wishes,0,7025496,7025496,,1995,Octubre,27,Viernes,
330,The Underneath,6500000,0,-6500000,0.0,1995,Abril,28,Viernes,
414,The Beverly Hillbillies,0,0,0,,1993,Octubre,15,Viernes,
530,Short Cuts,0,6110979,6110979,,1993,Septiembre,05,Domingo,
724,Thinner,0,0,0,,1996,Octubre,25,Viernes,
1211,Duck Soup,0,0,0,,1933,Noviembre,17,Viernes,
1241,Somewhere in Time,5100000,0,-5100000,0.0,1980,Octubre,02,Jueves,
1338,Jaws,7000000,470654000,463654000,67.23628571428571,1975,Junio,18,Miercoles,The Jaws Collection
1526,Desperate Measures,50000000,0,-50000000,0.0,1998,Enero,30,Viernes,
1640,Tomorrow Never Dies,110000000,333011068,223011068,3.0273733454545453,1997,Diciembre,11,Jueves,James Bond Collection
1711,A Price Above Rubies,0,1081957,1081957,,1998,Marzo,26,Jueves,
1905,Freaky Friday,0,0,0,,1976,Diciembre,17,Viernes,
2263,A View to a Kill,30000000,152427960,122427960,5.080932,1985,Mayo,24,Viernes,James Bond Collection
2317,Mighty Joe Young,94,0,-94,0.0,1949,Julio,27,Miercoles,
2355,Jumpin' Jack Flash,0,0,0,,1986,Octubre,09,Jueves,
2378,Simply Irresistible,6000000,4398989,-1601011,0.7331648333333334,1999,Febrero,05,Viernes,
2488,The Mighty Peking Man,0,0,0,,1977,Agosto,11,Jueves,
2489,Nô,0,0,0,,1998,Mayo,26,Martes,
2535,The Ghost of Frankenstein,0,0,0,,1942,Marzo,13,Viernes,Frankenstein (Universal Series)
2612,Killer's Kiss,75000,0,-75000,0.0,1955,Septiembre,21,Miercoles,
2681,Funny Farm,0,0,0,,1988,Junio,03,Viernes,
2966,All About My Mother,8272296,67872296,59600000,8.204771202577858,1999,Abril,19,Lunes,
130,Jade,50000000,9851610,-40148390,0.1970322,1995,Octubre,13,Viernes,
196,The Umbrellas of Cherbourg,0,0,0,,1964,Febrero,19,Miercoles,
427,City Slickers II: The Legend of Curly's Gold,0,0,0,,1994,Junio,10,Viernes,City Slickers Collection
486,The Man without a Face,0,24760338,24760338,,1993,Agosto,25,Miercoles,
487,Manhattan Murder Mystery,13500000,11285588,-2214412,0.8359694814814815,1993,Agosto,18,Miercoles,
823,The Big Squeeze,0,0,0,,1996,Septiembre,06,Viernes,
932,Of Human Bondage,0,0,0,,1934,Julio,20,Viernes,
1050,The Candidate,0,0,0,,1972,Agosto,23,Miercoles,
1059,Weekend at Bernie's,6500000,30218387,23718387,4.648982615384615,1989,Julio,05,Miercoles,Weekend at Bernie's Collection
1152,One Flew Over the Cuckoo's Nest,3000000,108981275,105981275,36.32709166666667,1975,Noviembre,18,Martes,
1157,Brazil,15000000,0,-15000000,0.0,1985,Febrero,20,Miercoles,
1374,Turbulence,55000000,11466088,-43533912,0.20847432727272727,1997,Enero,09,Jueves,Turbulence Collection
1403,That Darn Cat,0,0,0,,1997,Febrero,14,Viernes,
1428,The Devil's Own,90000000,140807547,50807547,1.5645283,1997,Marzo,12,Miercoles,
1972,The Little Mermaid,40000000,222300000,182300000,5.5575,1989,Noviembre,17,Viernes,The Little Mermaid Collection
2277,Little Voice,0,0,0,,1998,Noviembre,05,Jueves,
2282,Rushmore,9000000,17096053,8096053,1.8995614444444444,1998,Septiembre,17,Jueves,
2439,My Boyfriend's Back,0,3335984,3335984,,1993,Agosto,06,Viernes,
2473,Goodbye Lover,20000000,0,-20000000,0.0,1998,Mayo,01,Viernes,
2706,Male and Female,0,0,0,,1919,Noviembre,23,Domingo,
2828,The Dirty Dozen,5400000,45300000,39900000,8.38888888888889,1967,Junio,15,Jueves,The Dirty Dozen Collection
3024,The Two Jakes,19000000,10000000,-9000000,0.5263157894736842,1990,Agosto,10,Viernes,The Jake Gittes Collection
7,Tom and Huck,0,0,0,,1995,Diciembre,22,Viernes,
77,The Crossing Guard,0,0,0,,1995,Noviembre,15,Miercoles,
677,Mrs. Winterbourne,25000000,10070000,-14930000,0.4028,1996,Abril,19,Viernes,
1353,Night Falls on Manhattan,0,0,0,,1996,Octubre,22,Martes,
1505,Mondo,0,0,0,,1995,Junio,01,Jueves,
1527,Steel,16000000,1686429,-14313571,0.1054018125,1997,Agosto,15,Viernes,
1760,Black Dog,0,0,0,,1998,Mayo,01,Viernes,
1873,Halloween,300000,70000000,69700000,233.33333333333334,1978,Octubre,25,Miercoles,Halloween Collection
1979,Popeye,20000000,0,-20000000,0.0,1980,Diciembre,12,Viernes,
2007,The Lord of the Rings,4000000,30471420,26471420,7.617855,1978,Noviembre,15,Miercoles,The Lord of the Rings Animated Collection
2241,The Rugrats Movie,30000000,100491683,70491683,3.3497227666666665,1998,Noviembre,20,Viernes,Rugrats Collection
2611,The Killing,320000,0,-320000,0.0,1956,Mayo,08,Martes,
2720,Chill Factor,70000000,11263966,-58736034,0.1609138,1999,Septiembre,01,Miercoles,
2775,"Happy, Texas",1700000,1943649,243649,1.1433229411764705,1999,Diciembre,03,Viernes,
2983,A River Runs Through It,0,43440294,43440294,,1992,Octubre,09,Viernes,
34,Carrington,0,0,0,,1995,Noviembre,08,Miercoles,
184,Party Girl,150000,472370,322370,3.1491333333333333,1995,Junio,09,Viernes,
532,Sirens,0,7770731,7770731,,1993,Octubre,01,Viernes,
635,Happy Weekend,0,65335,65335,,1996,Marzo,14,Jueves,
858,Bogus,32000000,0,-32000000,0.0,1996,Septiembre,06,Viernes,
1041,For the Moment,120,0,-120,0.0,1993,Octubre,01,Viernes,
1427,Selena,20000000,60000000,40000000,3.0,1997,Marzo,21,Viernes,
1529,Hoodlum,30000000,0,-30000000,0.0,1997,Agosto,27,Miercoles,
1540,Star Maps,0,0,0,,1997,Julio,23,Miercoles,
1687,Little City,0,0,0,,1997,Abril,04,Viernes,
1887,Poltergeist III,10500000,14144000,3644000,1.347047619047619,1988,Junio,10,Viernes,Poltergeist Collection
2158,Permanent Midnight,0,0,0,,1998,Septiembre,12,Sabado,
2476,Hideous Kinky,12000000,0,-12000000,0.0,1998,Noviembre,17,Martes,
2577,Run Lola Run,1530000,7267585,5737585,4.750055555555556,1998,Agosto,20,Jueves,
2724,West Beyrouth,0,0,0,,1998,Septiembre,01,Martes,
2929,The Incredibly True Adventure of Two Girls In Love,0,0,0,,1995,Junio,16,Viernes,
2961,Liberty Heights,0,0,0,,1999,Noviembre,17,Miercoles,
463,The Englishman Who Went Up a Hill But Came Down a Mountain,0,0,0,,1995,Mayo,12,Viernes,
551,The War Room,0,0,0,,1993,Diciembre,05,Domingo,
830,The Ballad of Narayama,0,0,0,,1958,Junio,01,Domingo,
853,The Relic,60000000,33956608,-26043392,0.5659434666666666,1997,Enero,10,Viernes,
939,A Walk in the Sun,0,0,0,,1945,Diciembre,25,Martes,
1200,Miller's Crossing,14000000,5080409,-8919591,0.36288635714285716,1990,Septiembre,21,Viernes,
1319,The Forbidden Christ,0,0,0,,1951,Junio,08,Viernes,
1329,Young Guns,13000000,44726644,31726644,3.440511076923077,1988,Agosto,12,Viernes,Young Guns Collection
1460,The Fifth Element,90000000,263920180,173920180,2.9324464444444445,1997,Mayo,07,Miercoles,
1471,Addicted to Love,0,34673095,34673095,,1997,Mayo,23,Viernes,
1542,The Edge,0,43312294,43312294,,1997,Septiembre,06,Sabado,
2033,An American Tail: Fievel Goes West,0,40766041,40766041,,1991,Noviembre,21,Jueves,
2181,Antz,60000000,171757863,111757863,2.86263105,1998,Octubre,02,Viernes,
2309,"The Karate Kid, Part III",0,38956288,38956288,,1989,Junio,29,Jueves,The Karate Kid Collection
2508,A Midsummer Night's Dream,11000000,0,-11000000,0.0,1999,Abril,25,Domingo,
3031,The Cider House Rules,24000000,88545092,64545092,3.6893788333333335,1999,Diciembre,17,Viernes,
188,The Scarlet Letter,50000000,10382407,-39617593,0.20764814,1995,Octubre,13,Viernes,
399,Brother Minister: The Assassination of Malcolm X,0,0,0,,1995,Marzo,01,Miercoles,
693,Mulholland Falls,0,0,0,,1996,Abril,26,Viernes,
1052,Bonnie and Clyde,2500000,50700000,48200000,20.28,1967,Julio,18,Martes,
1199,Manhattan,0,39946780,39946780,,1979,Abril,25,Miercoles,
1445,A Brother's Kiss,0,0,0,,1997,Abril,25,Viernes,
1458,Warriors of Virtue,0,0,0,,1997,Mayo,02,Viernes,
1483,Late Bloomers,0,0,0,,1996,Enero,01,Lunes,
2069,Frenzy,3500000,12600000,9100000,3.6,1972,Mayo,25,Jueves,
2116,Easy Virtue,0,0,0,,1928,Marzo,05,Lunes,
2300,Clue,15000000,14643997,-356003,0.9762664666666667,1985,Diciembre,13,Viernes,
2575,An Ideal Husband,14000000,18535191,4535191,1.3239422142857142,1999,Abril,15,Jueves,
2643,Plenty,0,0,0,,1985,Septiembre,20,Viernes,
2684,Problem Child 2,0,0,0,,1991,Julio,03,Miercoles,Problem Child Collection
2700,Iron Eagle,0,0,0,,1986,Enero,17,Viernes,
2807,Citizen's Band,0,0,0,,1977,Septiembre,29,Jueves,
2854,Fitzcarraldo,7362000,0,-7362000,0.0,1982,Marzo,04,Jueves,
2942,British Intelligence,0,0,0,,1940,Enero,29,Lunes,
2975,47 Samurai,0,0,0,,1962,Noviembre,03,Sabado,
126,Jupiter's Wife,0,0,0,,1995,Enero,01,Domingo,
202,Unstrung Heroes,0,0,0,,1995,Septiembre,15,Viernes,
228,Eat Drink Man Woman,0,7294403,7294403,,1994,Agosto,03,Miercoles,
274,Miami Rhapsody,6,5,-1,0.8333333333333334,1995,Enero,27,Viernes,
529,Shadowlands,22000000,0,-22000000,0.0,1993,Diciembre,25,Sabado,
844,Gone Fishin',53000000,0,-53000000,0.0,1997,Mayo,30,Viernes,
889,Roman Holiday,1500000,12000000,10500000,8.0,1953,Septiembre,02,Miercoles,
1591,The Tango Lesson,0,0,0,,1997,Noviembre,28,Viernes,
1730,The Odd Couple II,0,0,0,,1998,Abril,09,Jueves,The Odd Couple Collection
1768,Little Men,0,0,0,,1998,Mayo,08,Viernes,
1988,Something Wicked This Way Comes,19000000,5656087,-13343913,0.2976887894736842,1983,Abril,29,Viernes,
2014,All Dogs Go to Heaven,13800000,27100027,13300027,1.9637700724637681,1989,Noviembre,17,Viernes,All Dogs Go to Heaven Collection
2204,The Alarmist,0,0,0,,1998,Octubre,23,Viernes,
2314,The Thin Red Line,52000000,98126565,46126565,1.887049326923077,1998,Diciembre,25,Viernes,
2370,The Day of the Beast,0,4367497,4367497,,1995,Octubre,20,Viernes,
2497,The Winslow Boy,0,0,0,,1999,Abril,16,Viernes,
2717,The Lost Son,0,0,0,,1999,Junio,25,Viernes,
262,Legends of the Fall,30000000,160638883,130638883,5.354629433333334,1994,Diciembre,16,Viernes,
325,Tales from the Hood,6000000,12000000,6000000,2.0,1995,Mayo,24,Miercoles,
406,Martin Lawrence: You So Crazy,0,0,0,,1994,Abril,27,Miercoles,
624,Denise Calls Up,0,0,0,,1995,Mayo,17,Miercoles,
998,Robin Hood: Prince of Thieves,48000000,390493908,342493908,8.13528975,1991,Junio,14,Viernes,
1567,The Devil's Advocate,57000000,152944660,95944660,2.683239649122807,1997,Octubre,17,Viernes,
1694,U.S. Marshals,60000000,102367405,42367405,1.7061234166666666,1998,Marzo,06,Viernes,The Fugitive / U.S. Marshals Collection
1899,"This World, Then the Fireworks",0,0,0,,1997,Julio,11,Viernes,
2227,Meet Joe Black,90000000,142940100,52940100,1.5882233333333333,1998,Noviembre,12,Jueves,
570,À la mode,0,0,0,,1993,Septiembre,10,Viernes,
691,Cosi,0,0,0,,1996,Marzo,04,Lunes,
734,Vermont Is for Lovers,0,0,0,,,,,,
1415,Best Men,1000000,0,-1000000,0.0,1997,Enero,01,Miercoles,
1508,Men in Black,90000000,589390539,499390539,6.548783766666666,1997,Julio,02,Miercoles,Men In Black Collection
1766,Clockwatchers,0,0,0,,1997,Enero,01,Miercoles,
1776,The Opposite of Sex,5000000,5879254,879254,1.1758508,1998,Mayo,22,Viernes,
1799,Resurrection Man,0,0,0,,1998,Febrero,13,Viernes,
1908,Babes in Toyland,0,0,0,,1961,Diciembre,14,Jueves,
1986,The Shaggy D.A.,0,0,0,,1976,Diciembre,17,Viernes,
2080,I Married a Strange Person!,250,203,-47,0.812,1998,Agosto,28,Viernes,
2308,"The Karate Kid, Part II",113,115103979,115103866,1018619.2831858407,1986,Junio,18,Miercoles,The Karate Kid Collection
2316,Mighty Joe Young,90000000,0,-90000000,0.0,1998,Diciembre,25,Viernes,
2537,The Curse of Frankenstein,0,0,0,,1957,Mayo,02,Jueves,Frankenstein (Hammer Series)
2568,Austin Powers: The Spy Who Shagged Me,33000000,310940086,277940086,9.422426848484848,1999,Junio,08,Martes,Austin Powers Collection
2998,Flawless,0,4488529,4488529,,1999,Noviembre,26,Viernes,
50,Guardian Angel,0,0,0,,1994,Noviembre,22,Martes,
94,A Midwinter's Tale,0,0,0,,1995,Diciembre,01,Viernes,
149,The Addiction,0,0,0,,1995,Enero,10,Martes,
421,Body Snatchers,13000000,428868,-12571132,0.032989846153846154,1993,Junio,09,Miercoles,
1038,Crossfire,0,0,0,,1947,Julio,22,Martes,
1174,Ran,11500000,4069653,-7430347,0.3538828695652174,1985,Junio,01,Sabado,
1816,Wings,2000000,0,-2000000,0.0,1927,Agosto,12,Viernes,
1895,Gremlins 2: The New Batch,50000000,41482207,-8517793,0.82964414,1990,Junio,15,Viernes,The Gremlins Collection
1949,The Negotiator,50000000,44547681,-5452319,0.89095362,1998,Julio,29,Miercoles,
2071,Torn Curtain,3000000,13000000,10000000,4.333333333333333,1966,Julio,13,Miercoles,
2162,Six-String Samurai,2000000,124494,-1875506,0.062247,1998,Septiembre,18,Viernes,
2477,Jeanne and the Perfect Guy,0,13936,13936,,1998,Abril,22,Miercoles,
2710,Rosie,0,0,0,,1998,Noviembre,18,Miercoles,
2764,Armour of God,15000000,0,-15000000,0.0,1986,Agosto,16,Sabado,Armour of God Collection
2772,Drive Me Crazy,8000000,22593409,14593409,2.824176125,1999,Octubre,01,Viernes,
264,Little Odessa,0,0,0,,1994,Octubre,27,Jueves,
600,Fargo,7000000,60611975,53611975,8.65885357142857,1996,Abril,05,Viernes,
638,Mission: Impossible,80000000,457696359,377696359,5.7212044875,1996,Mayo,22,Miercoles,Mission: Impossible Collection
876,Vertigo,2479000,28000000,25521000,11.294876966518757,1958,Mayo,09,Viernes,
961,Brother of Sleep,0,0,0,,1995,Septiembre,08,Viernes,
1064,Sophie's Choice,12000000,30036000,18036000,2.503,1982,Diciembre,08,Miercoles,
1110,The Wrong Trousers,0,0,0,,1993,Diciembre,17,Viernes,Wallace & Gromit Collection
1210,Bad Taste,25710,0,-25710,0.0,1987,Diciembre,01,Martes,
1302,The Omen,2800000,60922980,58122980,21.75820714285714,1976,Junio,06,Domingo,The Omen Collection
1632,Never Met Picasso,0,0,0,,1996,Enero,01,Lunes,
1756,Sour Grapes,0,0,0,,1998,Enero,01,Jueves,
1789,The Land Girls,0,0,0,,1998,Septiembre,25,Viernes,
2119,The Pleasure Garden,0,0,0,,1925,Noviembre,03,Martes,
2149,One Crazy Summer,0,0,0,,1986,Agosto,08,Viernes,
2723,I Woke Up Early The Day I Died,0,0,0,,1998,Septiembre,13,Domingo,
2841,Sparrows,463455,966878,503423,2.086239224951721,1926,Mayo,14,Viernes,
229,Exotica,0,0,0,,1994,Septiembre,24,Sabado,
650,August,0,0,0,,1996,Agosto,08,Jueves,
1119,Here Comes Cookie,0,0,0,,1935,Septiembre,10,Martes,
1185,Raging Bull,18000000,23000000,5000000,1.2777777777777777,1980,Noviembre,14,Viernes,
